Cluster,Trees,Distance,Turning,Elevation
1,74,2639.1586039429676,92.40055344785392,0.8577557290606546
2,58,1416.2317724458094,79.68276834180861,0.514327626484846
3,54,1464.2877264617266,68.48757256494059,0.46393763778770847
4,71,2311.989807476926,100.65000495168417,0.9558922696623977
5,54,1305.8505066020396,78.91041968858326,0.6476965164437694
6,61,1663.5127965734277,93.41160273231601,0.6153189504075804
7,58,1678.6582620335864,60.80113280874862,0.4523095047822778
8,45,1140.8126579935367,71.08244146796498,0.6674318285232559
9,50,1238.6592055986505,72.32466626832628,0.4596491134941374
10,58,1653.3720366377686,78.18662134191773,0.7259632435084011
11,66,1963.9098856049168,82.04102872102357,1.1832109041862182
12,55,1438.7713058237011,66.87452324311171,0.48186040375636274
13,65,1926.272077907553,78.02610766508674,0.6390556336068389
14,51,1201.094948840295,62.87946241784714,0.3852866745041936
15,59,1445.479782685636,80.38889522481021,0.4340983184970959
16,55,1357.0551204242881,74.65601118522133,0.6416423215319451
17,60,1510.935198040972,84.85383319878625,0.5985373114583528
18,72,2298.380843880473,79.68006947182967,0.6998164754780731
19,57,1499.291466657317,80.96791716980057,0.4556992062060985
20,77,2782.342176025763,97.12791949160045,0.7725318336242832
