Cluster,Trees,Distance,Turning,Elevation
1,67,1926.9820555512376,98.79460568819266,0.4092470186024677
2,60,1662.9783618439455,89.81725174121753,0.28221772731097694
3,75,2388.651237598563,85.1734321234287,0.48530088788219317
4,65,2028.9211420770398,83.30363906710201,0.39596682743712286
5,68,2038.2920353667396,90.44164287027924,0.4501378358645969
6,67,2102.0890770851975,92.68168057159754,0.4561990352652998
7,63,1943.916111713085,72.72488533275902,0.3272958159784629
8,61,1575.0708827698504,80.97160372023032,0.31375544421028323
9,72,2346.379622702982,96.2229067845668,0.42391433139641066
10,62,1706.5277474644104,79.84413675690129,0.3266362760572825
11,60,1554.503975371577,90.33472331100114,0.5139384169601513
12,69,1920.4252487960214,94.47897279947001,0.9516275373592471
13,59,1700.232478516368,83.72582253347021,0.815211413218206
14,79,2831.7684821233106,88.32082337526494,0.44409202043149065
15,64,1711.2073536181776,100.59445591028474,0.2676570714895412
16,67,2158.2500180805723,87.61553792110725,0.369527549030531
